Header,Estimated Weight (Da)
>NODE_3174_length_13609_cov_28.425167__full,4207407.8
>NODE_3177_length_13601_cov_12.673752__full,4202395.2
>NODE_3190_length_13566_cov_32.823123__full,4193259.2
>NODE_3198_length_13536_cov_11.114088__full,4179763.2
>NODE_3201_length_13526_cov_36.245550__full,4202116.2
>NODE_3203_length_13520_cov_9.695999__full,4167676.0
>NODE_3205_length_13510_cov_11.366341__full,4177395.0
>NODE_3207_length_13506_cov_15.478034__full,4164866.2
>NODE_3214_length_13493_cov_15.636927__full,4173412.6
>NODE_3215_length_13493_cov_14.359116__full,4165472.6
>NODE_3218_length_13487_cov_33.170750__full,4163575.4
>NODE_3221_length_13480_cov_14.520813__full,4154472.0
>NODE_3223_length_13475_cov_16.708508__full,4162290.0
>NODE_3231_length_13448_cov_14.128849__full,4155772.6
>NODE_3235_length_13443_cov_51.463954__full,4156638.6
>NODE_3236_length_13429_cov_25.437284__full,4144590.8
>NODE_3239_length_13426_cov_20.434907__full,4150304.2
>NODE_3241_length_13420_cov_23.680580__full,4148052.0
>NODE_3269_length_13314_cov_13.187514__full,4110748.8
>NODE_3273_length_13301_cov_11.452659__full,4113519.2
>NODE_3274_length_13300_cov_13.831679__full,4106350.0
>NODE_3278_length_13288_cov_14.457199__full,4105448.6
>NODE_3279_length_13286_cov_15.801395__full,4069455.2
>NODE_3281_length_13284_cov_16.172469__full,4114004.8
>NODE_3286_length_13271_cov_13.614561__full,4108531.2
>NODE_3288_length_13264_cov_13.432586__full,4091341.8
>NODE_3296_length_13234_cov_18.865017__full,4089364.8
>NODE_3297_length_13233_cov_57.531217__full,4088306.6
>NODE_3299_length_13226_cov_14.022320__full,4095563.2
>NODE_3300_length_13223_cov_10.252210__full,4075134.6
>NODE_3311_length_13183_cov_17.170514__full,4070556.6
>NODE_3319_length_13169_cov_12.792119__full,4074196.8
>NODE_3326_length_13146_cov_12.387369__full,4070043.2
>NODE_3331_length_13138_cov_13.718843__full,4052548.6
>NODE_3334_length_13132_cov_26.465434__full,4050070.4
>NODE_3342_length_13117_cov_18.542249__full,4049289.4
>NODE_3348_length_13097_cov_21.882213__full,4048818.4
>NODE_3360_length_13059_cov_15.159877__full,4034511.8
>NODE_3361_length_13052_cov_10.270130__full,4047425.4
>NODE_3362_length_13051_cov_21.651868__full,4037729.2
>NODE_3364_length_13047_cov_27.262203__full,4038924.4
>NODE_3366_length_13045_cov_19.081261__full,4036165.0
>NODE_3374_length_13012_cov_18.662898__full,4004410.4
>NODE_3375_length_13010_cov_24.036093__full,4017310.0
>NODE_3376_length_13005_cov_18.101891__full,4013547.0
>NODE_3377_length_13004_cov_11.679194__full,4016716.8
>NODE_3380_length_12998_cov_31.105977__full,4022347.6
>NODE_3391_length_12979_cov_13.802174__full,4008736.8
>NODE_3395_length_12967_cov_54.332297__full,4008482.4
>NODE_3397_length_12961_cov_10.605505__full,4013783.2
>NODE_3399_length_12954_cov_20.428783__full,3996399.8
>NODE_3400_length_12949_cov_18.149572__full,3999058.8
>NODE_3406_length_12942_cov_20.094838__full,3990747.4
>NODE_3407_length_12940_cov_11.791449__full,4002127.0
>NODE_3410_length_12936_cov_35.274207__full,4000834.2
>NODE_3416_length_12923_cov_14.213584__full,3990558.6
>NODE_3418_length_12920_cov_21.256142__full,3984778.0
>NODE_3419_length_12919_cov_29.001638__full,3987076.8
>NODE_3420_length_12919_cov_25.470359__full,3995149.8
>NODE_3424_length_12905_cov_16.176558__full,3974578.0
>NODE_3427_length_12899_cov_11.348750__full,3984774.8
>NODE_3429_length_12892_cov_11.181115__full,3983695.4
>NODE_3430_length_12891_cov_11.466151__full,3985633.2
>NODE_3434_length_12883_cov_13.735059__full,3971974.6
>NODE_3436_length_12880_cov_14.798529__full,3994194.0
>NODE_3440_length_12872_cov_12.785485__full,3966773.4
>NODE_3443_length_12866_cov_13.956215__full,3975227.2
>NODE_3445_length_12860_cov_18.212444__full,3976293.0
>NODE_3446_length_12858_cov_16.985422__full,3980596.6
>NODE_3448_length_12854_cov_15.394590__full,3979557.8
>NODE_3450_length_12851_cov_65.688127__full,3968256.2
>NODE_3452_length_12844_cov_39.020165__full,3971639.8
>NODE_3457_length_12838_cov_14.680980__full,3967229.6
>NODE_3459_length_12832_cov_19.027016__full,3964020.4
>NODE_3467_length_12817_cov_15.922315__full,3961796.4
>NODE_3471_length_12808_cov_16.011488__full,3967131.6
>NODE_3476_length_12781_cov_18.832045__full,3935270.2
>NODE_3479_length_12777_cov_11.310222__full,3927595.4
>NODE_3489_length_12743_cov_14.214964__full,3940738.6
>NODE_3490_length_12743_cov_13.003005__full,3936482.6
>NODE_3503_length_12706_cov_18.873166__full,3928460.2
>NODE_3504_length_12705_cov_14.412264__full,3914118.0
>NODE_3505_length_12704_cov_27.382943__full,3923109.8
>NODE_3507_length_12701_cov_17.211157__full,3930828.2
>NODE_3508_length_12699_cov_9.249603__full,3931991.8
>NODE_3509_length_12695_cov_26.751429__full,3929536.0
>NODE_3512_length_12690_cov_13.393138__full,3926798.0
>NODE_3518_length_12673_cov_38.766820__full,3915095.6
>NODE_3530_length_12645_cov_9.946039__full,3919000.0
>NODE_3532_length_12640_cov_16.873455__full,3895415.0
>NODE_3536_length_12633_cov_10.954923__full,3906804.6
>NODE_3539_length_12623_cov_12.524034__full,3900960.6
>NODE_3541_length_12619_cov_38.280511__full,3888267.8
>NODE_3542_length_12618_cov_23.759166__full,3889656.6
>NODE_3543_length_12617_cov_19.214491__full,3897833.4
>NODE_3552_length_12599_cov_40.549360__full,3889651.8
>NODE_3554_length_12596_cov_18.737377__full,3893478.2
>NODE_3555_length_12596_cov_15.706249__full,3882729.2
>NODE_3563_length_12584_cov_25.603845__full,3886017.8
>NODE_3564_length_12583_cov_14.247437__full,3886342.6
>NODE_3565_length_12582_cov_11.830409__full,3877168.4
>NODE_3571_length_12568_cov_10.361537__full,3885394.6
>NODE_3575_length_12550_cov_15.614328__full,3864917.0
>NODE_3576_length_12550_cov_12.504698__full,3869858.0
>NODE_3579_length_12545_cov_8.210750__full,3862792.0
>NODE_3581_length_12537_cov_13.896607__full,3878306.4
>NODE_3591_length_12502_cov_14.711925__full,3857254.4
>NODE_3597_length_12496_cov_18.033960__full,3859188.2
>NODE_3601_length_12487_cov_13.276639__full,3869474.4
>NODE_3605_length_12470_cov_20.274109__full,3861222.0
>NODE_3607_length_12461_cov_22.745672__full,3829659.2
>NODE_3610_length_12445_cov_12.307630__full,3863120.0
>NODE_3611_length_12445_cov_12.166289__full,3840906.0
>NODE_3613_length_12429_cov_11.647364__full,3821602.8
>NODE_3621_length_12414_cov_17.853106__full,3827377.8
>NODE_3623_length_12412_cov_16.368797__full,3820314.4
>NODE_3624_length_12410_cov_19.323207__full,3829538.0
>NODE_3626_length_12407_cov_10.520149__full,3827939.4
>NODE_3633_length_12389_cov_16.912612__full,3840174.8
>NODE_3635_length_12388_cov_11.052079__full,3823570.6
>NODE_3639_length_12379_cov_10.755537__full,3823470.8
>NODE_3640_length_12371_cov_21.127771__full,3828597.2
>NODE_3648_length_12349_cov_16.586531__full,3815172.8
>NODE_3664_length_12321_cov_14.366798__full,3812268.2
>NODE_3666_length_12317_cov_15.482894__full,3808087.4
>NODE_3670_length_12314_cov_10.109128__full,3803745.8
>NODE_3673_length_12308_cov_14.961831__full,3788826.6
>NODE_3674_length_12308_cov_14.397330__full,3795536.6
>NODE_3684_length_12287_cov_22.702002__full,3791568.4
>NODE_3686_length_12273_cov_37.822491__full,3794459.6
>NODE_3698_length_12244_cov_21.030054__full,3785924.8
>NODE_3702_length_12237_cov_14.351953__full,3782885.4
>NODE_3703_length_12237_cov_13.430631__full,3765332.4
>NODE_3707_length_12227_cov_25.201352__full,3766064.4
>NODE_3711_length_12218_cov_21.152240__full,3780121.6
>NODE_3712_length_12216_cov_13.987868__full,3768387.2
>NODE_3713_length_12213_cov_12.295773__full,3789114.6
>NODE_3714_length_12210_cov_16.647098__full,3772901.0
>NODE_3716_length_12202_cov_12.324217__full,3767703.4
>NODE_3718_length_12195_cov_12.825893__full,3774588.0
>NODE_3721_length_12185_cov_12.903690__full,3765276.0
>NODE_3722_length_12184_cov_18.568556__full,3769716.8
>NODE_3724_length_12179_cov_31.489735__full,3763061.8
>NODE_3731_length_12164_cov_14.856693__full,3776498.8
>NODE_3733_length_12157_cov_21.672334__full,3763878.4
>NODE_3735_length_12151_cov_22.309077__full,3753307.2
>NODE_3741_length_12127_cov_16.916694__full,3756665.4
>NODE_3747_length_12115_cov_17.328395__full,3737759.0
>NODE_3748_length_12115_cov_12.457723__full,3730912.0
>NODE_3751_length_12111_cov_11.996670__full,3744226.2
>NODE_3753_length_12107_cov_14.125833__full,3733097.4
>NODE_3761_length_12089_cov_14.417515__full,3734547.8
>NODE_3768_length_12071_cov_24.818744__full,3735997.2
>NODE_3771_length_12063_cov_12.837847__full,3727534.6
>NODE_3772_length_12062_cov_13.441444__full,3729043.4
>NODE_3773_length_12060_cov_15.043893__full,3735302.0
>NODE_3774_length_12055_cov_11.916945__full,3736848.0
>NODE_3779_length_12037_cov_10.590467__full,3717119.4
>NODE_3780_length_12031_cov_13.824757__full,3722763.2
>NODE_3781_length_12027_cov_36.474598__full,3719118.4
>NODE_3782_length_12022_cov_20.641114__full,3675225.4
>NODE_3786_length_12020_cov_21.221290__full,3714843.0
>NODE_3787_length_12020_cov_17.405419__full,3715188.0
>NODE_3788_length_12020_cov_10.926600__full,3719124.0
>NODE_3791_length_12013_cov_11.048263__full,3729242.6
>NODE_3792_length_12012_cov_12.460841__full,3725767.4
>NODE_3793_length_12011_cov_15.288952__full,3707578.2
>NODE_3795_length_12007_cov_9.773010__full,3701293.4
>NODE_3803_length_11990_cov_10.998654__full,3708864.0
>NODE_3804_length_11989_cov_58.041295__full,3701360.8
>NODE_3810_length_11972_cov_94.847806__full,3703870.4
>NODE_3811_length_11970_cov_17.873136__full,3698932.0
>NODE_3815_length_11961_cov_13.441157__full,3687947.2
>NODE_3820_length_11945_cov_19.416596__full,3694773.0
>NODE_3822_length_11943_cov_10.583502__full,3686420.6
>NODE_3846_length_11903_cov_8.248306__full,3690080.6
>NODE_3848_length_11902_cov_12.922054__full,3681520.4
>NODE_3851_length_11898_cov_14.281465__full,3675985.6
>NODE_3854_length_11890_cov_12.408956__full,3672730.0
>NODE_3860_length_11873_cov_12.807542__full,3668947.6
>NODE_3861_length_11866_cov_11.894366__full,3662097.2
>NODE_3862_length_11865_cov_17.485552__full,3674626.0
>NODE_3866_length_11849_cov_13.552511__full,3644623.8
>NODE_3871_length_11839_cov_18.067462__full,3660060.8
>NODE_3873_length_11834_cov_10.286579__full,3655035.8
>NODE_3874_length_11832_cov_11.475411__full,3648188.4
>NODE_3876_length_11827_cov_27.137449__full,3655901.4
>NODE_3881_length_11821_cov_11.764033__full,3657176.2
>NODE_3885_length_11816_cov_12.462832__full,3650762.2
>NODE_3886_length_11815_cov_45.869921__full,3643918.0
>NODE_3890_length_11804_cov_15.437762__full,3623811.8
>NODE_3894_length_11796_cov_12.960503__full,3645024.2
>NODE_3917_length_11746_cov_12.137804__full,3636975.2
>NODE_3918_length_11743_cov_18.235658__full,3625411.6
>NODE_3925_length_11728_cov_12.819331__full,3626559.6
>NODE_3938_length_11708_cov_11.525541__full,3621941.6
>NODE_3943_length_11699_cov_19.884138__full,3600964.8
>NODE_3945_length_11695_cov_15.566661__full,3604884.0
>NODE_3946_length_11693_cov_12.825082__full,3616071.6
>NODE_3951_length_11679_cov_11.914508__full,3601236.8
>NODE_3953_length_11671_cov_17.315071__full,3616280.2
>NODE_3960_length_11658_cov_17.327537__full,3619268.6
>NODE_3965_length_11649_cov_12.982944__full,3615124.8
>NODE_3967_length_11645_cov_36.074138__full,3605851.0
>NODE_3968_length_11640_cov_15.771337__full,3593529.0
>NODE_3972_length_11637_cov_13.159820__full,3598950.4
>NODE_3973_length_11633_cov_14.720825__full,3597197.6
>NODE_3974_length_11627_cov_23.617019__full,3586609.4
>NODE_3980_length_11606_cov_12.776223__full,3581442.2
>NODE_3983_length_11602_cov_15.538294__full,3599699.4
>NODE_3986_length_11598_cov_16.549091__full,3583633.6
>NODE_3994_length_11582_cov_16.881564__full,3581493.4
>NODE_3997_length_11579_cov_15.632317__full,3571769.8
>NODE_4000_length_11564_cov_12.076406__full,3577274.8
>NODE_4009_length_11545_cov_12.712039__full,3560483.0
>NODE_4017_length_11528_cov_27.764546__full,3565747.6
>NODE_4018_length_11528_cov_14.069385__full,3543128.6
>NODE_4030_length_11503_cov_22.249825__full,3546803.6
>NODE_4032_length_11502_cov_17.717969__full,3561819.4
>NODE_4035_length_11494_cov_23.927951__full,3546014.8
>NODE_4049_length_11484_cov_21.851823__full,3540035.8
>NODE_4067_length_11439_cov_13.559259__full,3523819.8
>NODE_4072_length_11433_cov_9.528587__full,3524626.6
>NODE_4074_length_11426_cov_25.424826__full,3526231.2
>NODE_4077_length_11422_cov_17.786187__full,3526126.4
>NODE_4082_length_11412_cov_15.073279__full,3526169.4
>NODE_4088_length_11408_cov_16.645415__full,3525258.6
>NODE_4092_length_11403_cov_14.204795__full,3522338.6
>NODE_4098_length_11399_cov_18.190000__full,3517601.8
>NODE_4100_length_11395_cov_13.815864__full,3522710.0
>NODE_4104_length_11393_cov_22.794847__full,3522751.6
>NODE_4105_length_11385_cov_15.678894__full,3516544.0
>NODE_4106_length_11385_cov_14.288056__full,3520242.0
>NODE_4113_length_11376_cov_11.696018__full,3527942.2
>NODE_4114_length_11375_cov_13.999468__full,3516679.0
>NODE_4115_length_11375_cov_13.007361__full,3508874.0
>NODE_4117_length_11370_cov_36.027682__full,3512754.0
>NODE_4120_length_11368_cov_11.789777__full,3518321.6
>NODE_4123_length_11360_cov_12.379718__full,3528202.0
>NODE_4126_length_11353_cov_24.098454__full,3509857.6
>NODE_4132_length_11345_cov_9.894985__full,3512354.0
>NODE_4138_length_11335_cov_12.694553__full,3489924.0
>NODE_4139_length_11335_cov_10.649786__full,3528921.0
>NODE_4144_length_11330_cov_11.507791__full,3503570.0
>NODE_4156_length_11309_cov_11.708475__full,3490379.8
>NODE_4159_length_11303_cov_15.620225__full,3501183.6
>NODE_4160_length_11301_cov_10.964828__full,3495070.2
>NODE_4163_length_11300_cov_13.151415__full,3485283.0
>NODE_4165_length_11298_cov_15.175998__full,3480917.6
>NODE_4166_length_11296_cov_23.263285__full,3497630.2
>NODE_4172_length_11285_cov_21.315931__full,3483603.0
>NODE_4173_length_11283_cov_11.359442__full,3492865.6
>NODE_4179_length_11270_cov_20.515442__full,3497161.0
>NODE_4187_length_11256_cov_14.337456__full,3475914.2
>NODE_4188_length_11255_cov_17.521334__full,3467554.0
>NODE_4195_length_11239_cov_20.581598__full,3468098.8
>NODE_4204_length_11207_cov_11.405924__full,3462587.4
>NODE_4207_length_11204_cov_31.361729__full,3466355.8
>NODE_4219_length_11186_cov_15.743934__full,3454781.2
>NODE_4221_length_11179_cov_100.115794__full,3462682.8
>NODE_4223_length_11176_cov_92.801842__full,3453082.2
>NODE_4226_length_11173_cov_12.542893__full,3462321.6
>NODE_4227_length_11172_cov_14.437190__full,3452597.4
>NODE_4234_length_11164_cov_10.581021__full,3450913.8
>NODE_4236_length_11163_cov_13.743583__full,3446440.6
>NODE_4238_length_11162_cov_13.142095__full,3455202.4
>NODE_4239_length_11160_cov_18.992044__full,3439792.0
>NODE_4245_length_11148_cov_13.845506__full,3447929.6
>NODE_4247_length_11146_cov_12.049606__full,3445285.2
>NODE_4254_length_11135_cov_11.065513__full,3441433.0
>NODE_4258_length_11120_cov_13.841938__full,3438325.0
>NODE_4260_length_11114_cov_16.825965__full,3434149.8
>NODE_4271_length_11106_cov_12.729717__full,3409519.2
>NODE_4272_length_11105_cov_16.739597__full,3445043.0
>NODE_4281_length_11088_cov_12.273910__full,3427334.6
>NODE_4283_length_11087_cov_15.879960__full,3427747.4
>NODE_4289_length_11078_cov_20.250478__full,3430469.6
>NODE_4291_length_11075_cov_22.340470__full,3433766.0
>NODE_4293_length_11072_cov_10.698806__full,3418596.4
>NODE_4298_length_11067_cov_11.353118__full,3434766.4
>NODE_4303_length_11061_cov_12.146506__full,3412120.2
>NODE_4305_length_11060_cov_42.347231__full,3425597.0
>NODE_4307_length_11058_cov_13.669404__full,3416270.6
>NODE_4311_length_11054_cov_48.371611__full,3429470.8
>NODE_4312_length_11054_cov_12.768781__full,3409030.8
>NODE_4317_length_11051_cov_16.311633__full,3420383.2
>NODE_4318_length_11050_cov_20.910419__full,3416399.0
>NODE_4319_length_11046_cov_12.565634__full,3416854.2
>NODE_4320_length_11046_cov_11.752900__full,3410059.2
>NODE_4327_length_11033_cov_19.679166__full,3383284.6
>NODE_4329_length_11026_cov_27.212867__full,3410240.2
>NODE_4330_length_11026_cov_20.731765__full,3401313.2
>NODE_4331_length_11021_cov_18.296924__full,3401708.2
>NODE_4332_length_11020_cov_12.722095__full,3412997.0
>NODE_4334_length_11018_cov_8.818207__full,3399332.6
>NODE_4346_length_10992_cov_32.045534__full,3394304.4
>NODE_4351_length_10984_cov_13.558383__full,3384884.8
>NODE_4352_length_10983_cov_11.052922__full,3389698.6
>NODE_4353_length_10982_cov_11.108610__full,3384335.4
>NODE_4357_length_10976_cov_14.411602__full,3388767.2
>NODE_4372_length_10949_cov_12.775853__full,3382591.8
>NODE_4374_length_10948_cov_24.186930__full,3387533.6
>NODE_4375_length_10948_cov_21.657756__full,3381866.6
>NODE_4376_length_10946_cov_12.714668__full,3377327.2
>NODE_4383_length_10935_cov_12.942414__full,3373804.0
>NODE_4385_length_10932_cov_13.145481__full,3375007.4
>NODE_4387_length_10929_cov_15.767959__full,3400891.8
>NODE_4391_length_10924_cov_28.868176__full,3383588.8
>NODE_4403_length_10896_cov_17.516810__full,3372486.2
>NODE_4404_length_10891_cov_23.270478__full,3381056.2
>NODE_4405_length_10890_cov_13.091372__full,3362528.0
>NODE_4406_length_10887_cov_40.773823__full,3368947.4
>NODE_4407_length_10886_cov_12.734866__full,3355255.2
>NODE_4408_length_10886_cov_12.578845__full,3353846.2
>NODE_4417_length_10872_cov_15.322380__full,3362119.4
>NODE_4419_length_10870_cov_9.368118__full,3346037.0
>NODE_4423_length_10860_cov_36.115603__full,3348324.0
>NODE_4429_length_10845_cov_12.552299__full,3343749.0
>NODE_4431_length_10842_cov_47.246300__full,3347893.4
>NODE_4436_length_10832_cov_18.479363__full,3349439.4
>NODE_4441_length_10824_cov_15.437389__full,3341951.8
>NODE_4455_length_10798_cov_14.604916__full,3332214.6
>NODE_4458_length_10793_cov_17.345521__full,3336737.6
>NODE_4461_length_10789_cov_17.069972__full,3331976.8
>NODE_4464_length_10785_cov_43.010107__full,3331471.0
>NODE_4466_length_10779_cov_13.393914__full,3323097.8
>NODE_4474_length_10757_cov_15.204260__full,3315866.4
>NODE_4475_length_10755_cov_20.502440__full,3325291.0
>NODE_4484_length_10740_cov_37.261630__full,3320115.0
>NODE_4491_length_10727_cov_14.251882__full,3306975.4
>NODE_4493_length_10725_cov_15.093732__full,3311720.0
>NODE_4494_length_10723_cov_11.420369__full,3313442.6
>NODE_4495_length_10722_cov_13.921303__full,3305010.4
>NODE_4501_length_10710_cov_20.037979__full,3310683.0
>NODE_4503_length_10706_cov_16.079759__full,3340050.2
>NODE_4506_length_10695_cov_11.350604__full,3301685.0
>NODE_4507_length_10693_cov_14.166698__full,3303773.6
>NODE_4511_length_10690_cov_17.866302__full,3295574.0
>NODE_4520_length_10678_cov_37.904906__full,3297851.6
>NODE_4524_length_10665_cov_64.935264__full,3295685.0
>NODE_4527_length_10661_cov_21.172884__full,3294890.2
>NODE_4533_length_10651_cov_10.094769__full,3289706.2
>NODE_4537_length_10643_cov_23.126328__full,3286624.6
>NODE_4539_length_10641_cov_11.790268__full,3290378.2
>NODE_4540_length_10637_cov_12.846366__full,3292172.4
>NODE_4544_length_10630_cov_14.190390__full,3267483.0
>NODE_4545_length_10630_cov_10.393125__full,3290257.0
>NODE_4547_length_10627_cov_15.272511__full,3283370.4
>NODE_4550_length_10622_cov_24.150908__full,3285557.4
>NODE_4552_length_10617_cov_23.403689__full,3283076.4
>NODE_4557_length_10614_cov_9.716215__full,3276706.8
>NODE_4562_length_10608_cov_28.288705__full,3272046.6
>NODE_4568_length_10597_cov_11.415031__full,3278570.4
>NODE_4574_length_10585_cov_14.091932__full,3271726.0
>NODE_4581_length_10571_cov_10.824293__full,3266023.2
>NODE_4583_length_10570_cov_12.217267__full,3266002.0
>NODE_4590_length_10561_cov_39.288568__full,3260212.2
>NODE_4601_length_10543_cov_63.591919__full,3261278.6
>NODE_4603_length_10542_cov_12.095854__full,3239521.4
>NODE_4605_length_10541_cov_14.945413__full,3251695.2
>NODE_4606_length_10540_cov_14.024902__full,3255477.0
>NODE_4608_length_10538_cov_14.115816__full,3261996.6
>NODE_4609_length_10536_cov_15.472358__full,3255670.2
>NODE_4618_length_10520_cov_12.799635__full,3244521.0
>NODE_4622_length_10515_cov_10.865783__full,3244700.0
>NODE_4639_length_10494_cov_40.070515__full,3238575.8
>NODE_4645_length_10491_cov_23.708333__full,3236809.2
>NODE_4650_length_10487_cov_20.224008__full,3242221.4
>NODE_4652_length_10486_cov_10.133917__full,3250515.2
>NODE_4657_length_10481_cov_35.556829__full,3254825.2
>NODE_4659_length_10474_cov_14.358265__full,3227150.8
>NODE_4660_length_10472_cov_17.874771__full,3233317.4
>NODE_4664_length_10465_cov_22.789022__full,3226810.0
>NODE_4668_length_10459_cov_9.152606__full,3247926.8
>NODE_4670_length_10458_cov_21.762718__full,3190668.6
>NODE_4674_length_10452_cov_13.147107__full,3233974.4
>NODE_4682_length_10443_cov_10.540700__full,3229350.6
>NODE_4684_length_10441_cov_18.793270__full,3216656.2
>NODE_4685_length_10440_cov_12.321052__full,3216694.0
>NODE_4687_length_10438_cov_10.833156__full,3220383.6
>NODE_4691_length_10430_cov_16.451941__full,3239178.0
>NODE_4693_length_10430_cov_15.330171__full,3214528.0
>NODE_4694_length_10426_cov_12.927762__full,3220613.2
>NODE_4696_length_10423_cov_16.412534__full,3207831.6
>NODE_4702_length_10412_cov_10.252497__full,3209528.4
>NODE_4705_length_10408_cov_12.051702__full,3209811.6
>NODE_4709_length_10401_cov_10.560377__full,3207262.2
>NODE_4713_length_10399_cov_17.467864__full,3215788.8
>NODE_4715_length_10396_cov_15.222589__full,3221233.2
>NODE_4716_length_10395_cov_12.225622__full,3206319.0
>NODE_4718_length_10393_cov_11.759374__full,3211339.6
>NODE_4721_length_10389_cov_13.235957__full,3211538.8
>NODE_4722_length_10389_cov_12.116715__full,3212943.8
>NODE_4728_length_10381_cov_12.087240__full,3208114.2
>NODE_4730_length_10378_cov_10.074521__full,3204080.6
>NODE_4731_length_10377_cov_12.159856__full,3206762.4
>NODE_4742_length_10364_cov_18.412664__full,3203750.8
>NODE_4745_length_10358_cov_15.688956__full,3204183.6
>NODE_4747_length_10352_cov_19.527455__full,3189267.4
>NODE_4751_length_10345_cov_21.922702__full,3162370.0
>NODE_4756_length_10339_cov_13.789160__full,3194948.8
>NODE_4757_length_10336_cov_11.331933__full,3198971.2
>NODE_4759_length_10325_cov_25.346079__full,3179945.0
>NODE_4760_length_10324_cov_19.026210__full,3181240.8
>NODE_4764_length_10318_cov_26.979450__full,3182950.6
>NODE_4765_length_10317_cov_14.854864__full,3187498.4
>NODE_4769_length_10313_cov_14.992951__full,3184668.6
>NODE_4773_length_10310_cov_13.951425__full,3176291.0
>NODE_4774_length_10308_cov_29.793124__full,3193110.6
>NODE_4778_length_10301_cov_10.076750__full,3182451.2
>NODE_4786_length_10288_cov_13.197075__full,3170989.6
>NODE_4793_length_10278_cov_13.850280__full,3184586.6
>NODE_4794_length_10275_cov_11.805425__full,3167455.0
>NODE_4795_length_10273_cov_43.775113__full,3184755.6
>NODE_4803_length_10262_cov_10.798977__full,3172918.4
>NODE_4804_length_10259_cov_12.471654__full,3168889.8
>NODE_4809_length_10250_cov_20.735396__full,3168091.0
>NODE_4812_length_10245_cov_11.352750__full,3155510.0
>NODE_4813_length_10244_cov_40.205224__full,3164740.8
>NODE_4821_length_10232_cov_15.796408__full,3156689.4
>NODE_4822_length_10232_cov_12.606336__full,3158803.4
>NODE_4826_length_10229_cov_16.420237__full,3150921.8
>NODE_4832_length_10216_cov_8.976574__full,3172243.2
>NODE_4835_length_10211_cov_14.168018__full,3157645.2
>NODE_4841_length_10203_cov_12.560372__full,3158400.6
>NODE_4848_length_10191_cov_17.292806__full,3147918.2
>NODE_4853_length_10188_cov_12.456239__full,3140953.6
>NODE_4854_length_10186_cov_19.618023__full,3173833.2
>NODE_4855_length_10186_cov_11.832061__full,3154678.2
>NODE_4860_length_10177_cov_22.890554__full,3159828.4
>NODE_4866_length_10171_cov_21.335087__full,3143313.2
>NODE_4867_length_10171_cov_9.287232__full,3130418.2
>NODE_4870_length_10165_cov_15.563382__full,3128806.0
>NODE_4874_length_10157_cov_11.145854__full,3138680.4
>NODE_4883_length_10136_cov_41.108100__full,3135116.2
>NODE_4884_length_10135_cov_16.313970__full,3146366.0
>NODE_4885_length_10132_cov_42.802950__full,3131857.4
>NODE_4900_length_10116_cov_15.145553__full,3129231.2
>NODE_4904_length_10106_cov_11.561007__full,3121733.2
>NODE_4917_length_10076_cov_12.521099__full,3106818.2
>NODE_4923_length_10062_cov_14.134899__full,3104991.4
>NODE_4933_length_10054_cov_13.932798__full,3099953.8
>NODE_4934_length_10054_cov_12.891713__full,3104511.8
>NODE_4943_length_10041_cov_17.230939__full,3104611.2
>NODE_4947_length_10040_cov_20.528719__full,3110525.0
>NODE_4955_length_10034_cov_13.238953__full,3104687.8
>NODE_4957_length_10033_cov_13.286592__full,3106344.6
>NODE_4958_length_10032_cov_14.484748__full,3096489.4
>NODE_4965_length_10026_cov_16.019039__full,3097029.2
>NODE_4967_length_10025_cov_47.701390__full,3084574.0
>NODE_4969_length_10024_cov_9.130579__full,3075639.8
>NODE_4970_length_10023_cov_23.931882__full,3084375.6
>NODE_4977_length_10015_cov_17.691710__full,3099304.0
>NODE_4978_length_10014_cov_13.853858__full,3097799.8
>NODE_4982_length_10007_cov_11.510597__full,3092276.4
>NODE_2053_length_17939_cov_47.424496__full,5504651.0
>NODE_3298_length_13228_cov_19.348389__full,4050627.8
>NODE_50_length_126452_cov_5.241775__full_1,35556695.0
>NODE_276_length_58880_cov_4.249230__full_1,13701602.2
>NODE_488_length_45580_cov_12.834986__full_1,12972715.8
>NODE_954_length_31493_cov_4.660317__full_1,7693631.6
>NODE_1163_length_27972_cov_4.935888__full_1,7021391.6
>NODE_1273_length_26354_cov_5.680404__full_1,5758902.2
>NODE_1594_length_22815_cov_8.076158__full_1,6154392.0
>NODE_1686_length_22009_cov_7.795755__full_1,6006600.2
>NODE_2182_length_18778_cov_3.213984__full_1,4790333.0
>NODE_2771_length_16220_cov_5.651510__full_1,3878486.8
>NODE_2552_length_17094_cov_2.400588__0_partial,4557888.8
>NODE_34_length_148992_cov_14.069406__full,46106141.4
>NODE_45_length_137671_cov_7.818008__full,42554166.2
>NODE_73_length_102313_cov_13.768994__full,31587573.6
>NODE_86_length_94368_cov_6.400662__full,29174547.6
>NODE_119_length_83807_cov_6.308608__full,25874631.4
>NODE_125_length_82907_cov_7.607308__full,25620415.4
>NODE_126_length_82768_cov_27.211893__full,25545667.6
>NODE_141_length_78810_cov_17.418963__full,24393507.0
>NODE_154_length_76522_cov_7.830064__full,23642338.4
>NODE_163_length_74277_cov_4.740233__full,22945118.4
>NODE_178_length_70563_cov_5.461087__full,21794709.6
>NODE_179_length_70321_cov_5.521945__full,21708473.2
>NODE_181_length_70194_cov_23.640117__full,21742036.8
>NODE_183_length_69350_cov_6.418377__full,21444646.0
